Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
5202,Open,Center,Focus,Center,Front Tilt,Straight
5203,Open,Center,Focus,Center,Front Tilt,Straight
5204,Open,Center,Focus,Center,Front Tilt,Straight
5205,Open,Center,Focus,Center,Front Tilt,Straight
5206,Open,Center,Focus,Center,Front Tilt,Straight
5207,Open,Center,Focus,Center,Front Tilt,Straight
5208,Open,Center,Focus,Center,Front Tilt,Straight
5209,Open,Center,Focus,Center,Front Tilt,Straight
5210,Open,Center,Focus,Center,Front Tilt,Straight
5211,Open,Center,Focus,Center,Front Tilt,Straight
5212,Open,Center,Focus,Center,Front Tilt,Straight
5213,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5214,Open,Center,Focus,Center,Front Tilt,Straight
5215,Open,Center,Focus,Center,Front Tilt,Straight
5216,Open,Center,Focus,Center,Front Tilt,Straight
5217,Open,Center,Focus,Center,Front Tilt,Straight
5218,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5219,Open,Center,Focus,Center,Front Tilt,Straight
5220,Open,Center,Focus,Center,Front Tilt,Straight
5221,Open,Center,Focus,Center,Front Tilt,Straight
5222,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5223,Open,Center,Focus,Center,Front Tilt,Straight
5224,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5225,Open,Center,Focus,Center,Front Tilt,Straight
5226,Open,Center,Focus,Center,Front Tilt,Straight
5227,Open,Center,Focus,Center,Front Tilt,Straight
5228,Open,Center,Focus,Center,Front Tilt,Straight
5229,Open,Center,Focus,Center,Front Tilt,Straight
5230,Open,Center,Focus,Center,Front Tilt,Straight
5231,Open,Center,Focus,Center,Front Tilt,Straight
5232,Open,Center,Focus,Center,Front Tilt,Straight
5233,Open,Center,Focus,Center,Front Tilt,Straight
5234,Open,Center,Focus,Center,Front Tilt,Straight
5235,Open,Center,Focus,Center,Front Tilt,Straight
5236,Open,Center,Focus,Center,Front Tilt,Straight
5237,Open,Center,Focus,Center,Front Tilt,Straight
5238,Open,Center,Focus,Center,Front Tilt,Straight
5239,Open,Center,Focus,Center,Front Tilt,Straight
5240,Open,Center,Focus,Center,Front Tilt,Straight
5241,Open,Center,Focus,Center,Front Tilt,Straight
5242,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5243,Open,Center,Focus,Center,Front Tilt,Straight
5244,Open,Center,Focus,Center,Front Tilt,Straight
5245,Open,Center,Focus,Center,Front Tilt,Straight
5246,Closed,Center,Distracted,Center,Front Tilt,Straight
5247,Closed,Center,Distracted,Center,Front Tilt,Straight
5248,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
5249,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
5250,Closed,Center,Distracted,Center,Front Tilt,Straight
5251,Open,Center,Focus,Center,Front Tilt,Straight
5252,Open,Center,Focus,Center,Front Tilt,Straight
5253,Open,Center,Focus,Center,Front Tilt,Straight
5254,Open,Center,Focus,Center,Front Tilt,Straight
5255,Open,Center,Focus,Center,Front Tilt,Straight
5256,Open,Center,Focus,Center,Front Tilt,Straight
5257,Open,Center,Focus,Center,Front Tilt,Straight
5258,Open,Center,Focus,Center,Front Tilt,Straight
5259,Open,Center,Focus,Center,Front Tilt,Straight
5260,Open,Center,Focus,Center,Front Tilt,Straight
5261,Open,Center,Focus,Center,Front Tilt,Straight
5262,Open,Center,Focus,Center,Front Tilt,Straight
5263,Open,Center,Focus,Center,Front Tilt,Straight
5264,Open,Center,Focus,Center,Front Tilt,Straight
5265,Open,Center,Focus,Center,Front Tilt,Straight
5266,Open,Center,Focus,Center,Front Tilt,Straight
5267,Open,Center,Focus,Center,Front Tilt,Straight
5268,Open,Center,Focus,Center,Front Tilt,Straight
5269,Open,Center,Focus,Center,Front Tilt,Straight
5270,Open,Center,Focus,Center,Front Tilt,Straight
5271,Open,Center,Focus,Center,Front Tilt,Straight
5272,Open,Center,Focus,Center,Front Tilt,Straight
5273,Open,Center,Focus,Center,Front Tilt,Straight
5274,Open,Center,Focus,Center,Front Tilt,Straight
5275,Open,Center,Focus,Center,Front Tilt,Straight
5276,Open,Center,Focus,Center,Front Tilt,Straight
5277,Open,Center,Focus,Center,Front Tilt,Straight
5278,Open,Center,Focus,Center,Front Tilt,Straight
5279,Open,Center,Focus,Center,Front Tilt,Straight
5280,Open,Center,Focus,Center,Front Tilt,Straight
5281,Open,Center,Focus,Center,Front Tilt,Straight
5282,Open,Center,Focus,Center,Front Tilt,Straight
5283,Open,Center,Focus,Center,Front Tilt,Straight
5284,Open,Center,Focus,Center,Front Tilt,Straight
5285,Open,Center,Focus,Center,Front Tilt,Straight
5286,Open,Center,Focus,Center,Front Tilt,Straight
5287,Open,Center,Focus,Center,Front Tilt,Straight
5288,Open,Center,Focus,Center,Front Tilt,Straight
5289,Open,Center,Focus,Center,Front Tilt,Straight
5290,Open,Center,Focus,Center,Front Tilt,Straight
5291,Open,Center,Focus,Center,Front Tilt,Straight
5292,Open,Center,Focus,Center,Front Tilt,Straight
5293,Open,Center,Focus,Center,Front Tilt,Straight
5294,Open,Center,Focus,Center,Front Tilt,Straight
5295,Open,Center,Focus,Center,Front Tilt,Straight
5296,Open,Center,Focus,Center,Front Tilt,Straight
5297,Open,Center,Focus,Center,Front Tilt,Straight
5298,Open,Center,Focus,Center,Front Tilt,Straight
5299,Open,Center,Focus,Center,Front Tilt,Straight
5300,Open,Center,Focus,Center,Front Tilt,Straight
5301,Open,Center,Focus,Center,Front Tilt,Straight
5302,Open,Center,Focus,Center,Front Tilt,Straight
5303,Open,Center,Focus,Center,Front Tilt,Straight
5304,Open,Center,Focus,Center,Front Tilt,Straight
5305,Open,Center,Focus,Center,Front Tilt,Straight
5306,Open,Center,Focus,Center,Front Tilt,Straight
5307,Open,Center,Focus,Center,Front Tilt,Straight
5308,Open,Center,Focus,Center,Front Tilt,Straight
5309,Open,Center,Focus,Center,Front Tilt,Straight
5310,Open,Center,Focus,Center,Front Tilt,Straight
5311,Open,Center,Focus,Center,Front Tilt,Straight
5312,Open,Center,Focus,Center,Front Tilt,Straight
5313,Open,Center,Focus,Center,Front Tilt,Straight
5314,Open,Center,Focus,Center,Front Tilt,Straight
5315,Open,Center,Focus,Center,Front Tilt,Straight
5316,Open,Center,Focus,Center,Front Tilt,Straight
5317,Open,Center,Focus,Center,Front Tilt,Straight
5318,Open,Center,Focus,Center,Front Tilt,Straight
5319,Open,Center,Focus,Center,Front Tilt,Straight
5320,Open,Center,Focus,Center,Front Tilt,Straight
5321,Open,Center,Focus,Center,Front Tilt,Straight
5322,Open,Center,Focus,Center,Front Tilt,Straight
5323,Open,Center,Focus,Center,Front Tilt,Straight
5324,Open,Center,Focus,Center,Front Tilt,Straight
5325,Open,Center,Focus,Center,Front Tilt,Straight
5326,Open,Center,Focus,Center,Front Tilt,Straight
5327,Open,Center,Focus,Center,Front Tilt,Straight
5328,Open,Center,Focus,Center,Front Tilt,Straight
5329,Open,Center,Focus,Center,Front Tilt,Straight
5330,Open,Center,Focus,Center,Front Tilt,Straight
5331,Open,Center,Focus,Center,Front Tilt,Straight
5332,Open,Center,Focus,Center,Front Tilt,Straight
5333,Open,Center,Focus,Center,Front Tilt,Straight
5334,Open,Center,Focus,Center,Front Tilt,Straight
5335,Open,Center,Focus,Center,Front Tilt,Straight
5336,Open,Center,Focus,Center,Front Tilt,Straight
5337,Open,Center,Focus,Center,Front Tilt,Straight
5338,Open,Center,Focus,Center,Front Tilt,Straight
5339,Open,Center,Focus,Center,Front Tilt,Straight
5340,Open,Center,Focus,Center,Front Tilt,Straight
5341,Open,Center,Focus,Center,Front Tilt,Straight
5342,Open,Center,Focus,Center,Front Tilt,Straight
5343,Open,Center,Focus,Center,Front Tilt,Straight
5344,Open,Center,Focus,Center,Front Tilt,Straight
5345,Open,Center,Focus,Center,Front Tilt,Straight
5346,Open,Center,Focus,Center,Front Tilt,Straight
5347,Open,Center,Focus,Center,Front Tilt,Straight
5348,Open,Center,Focus,Center,Front Tilt,Straight
5349,Open,Center,Focus,Center,Front Tilt,Straight
5350,Open,Center,Focus,Center,Front Tilt,Straight
5351,Open,Center,Focus,Center,Front Tilt,Straight
5352,Open,Center,Focus,Center,Front Tilt,Straight
5353,Open,Center,Focus,Center,Front Tilt,Straight
5354,Open,Center,Focus,Center,Front Tilt,Straight
5355,Open,Center,Focus,Center,Front Tilt,Straight
5356,Open,Center,Focus,Center,Front Tilt,Straight
5357,Open,Center,Focus,Center,Front Tilt,Straight
5358,Open,Center,Focus,Center,Front Tilt,Straight
5359,Open,Center,Focus,Center,Front Tilt,Straight
5360,Open,Center,Focus,Center,Front Tilt,Straight
5361,Open,Center,Focus,Center,Front Tilt,Straight
5362,Open,Center,Focus,Center,Front Tilt,Straight
5363,Open,Center,Focus,Center,Front Tilt,Straight
5364,Open,Center,Focus,Center,Front Tilt,Straight
5365,Open,Center,Focus,Center,Front Tilt,Straight
5366,Open,Center,Focus,Center,Front Tilt,Straight
5367,Open,Center,Focus,Center,Front Tilt,Straight
5368,Open,Center,Focus,Center,Front Tilt,Straight
5369,Open,Center,Focus,Center,Front Tilt,Straight
5370,Open,Center,Focus,Center,Front Tilt,Straight
5371,Open,Center,Focus,Center,Front Tilt,Straight
5372,Open,Center,Focus,Center,Front Tilt,Straight
5373,Open,Center,Focus,Center,Front Tilt,Straight
5374,Open,Center,Focus,Center,Front Tilt,Straight
5375,Open,Center,Focus,Center,Front Tilt,Straight
5376,Open,Center,Focus,Center,Front Tilt,Straight
5377,Open,Center,Focus,Center,Front Tilt,Straight
5378,Open,Center,Focus,Center,Front Tilt,Straight
5379,Open,Center,Focus,Center,Front Tilt,Straight
5380,Open,Center,Focus,Center,Front Tilt,Straight
5381,Open,Center,Focus,Center,Front Tilt,Straight
5382,Open,Center,Focus,Center,Front Tilt,Straight
5383,Open,Center,Focus,Center,Front Tilt,Straight
5384,Open,Center,Focus,Center,Front Tilt,Straight
5385,Open,Center,Focus,Center,Front Tilt,Straight
5386,Open,Center,Focus,Center,Front Tilt,Straight
5387,Open,Center,Focus,Center,Front Tilt,Straight
5388,Open,Center,Focus,Center,Front Tilt,Straight
5389,Open,Center,Focus,Center,Front Tilt,Straight
5390,Open,Center,Focus,Center,Front Tilt,Straight
5391,Open,Center,Focus,Center,Front Tilt,Straight
5392,Open,Center,Focus,Center,Front Tilt,Straight
5393,Open,Center,Focus,Center,Front Tilt,Straight
5394,Open,Center,Focus,Center,Front Tilt,Straight
5395,Open,Center,Focus,Center,Front Tilt,Straight
5396,Open,Center,Focus,Center,Front Tilt,Straight
5397,Open,Center,Focus,Center,Front Tilt,Straight
5398,Open,Center,Focus,Center,Front Tilt,Straight
5399,Open,Center,Focus,Center,Front Tilt,Straight
5400,Open,Center,Focus,Center,Front Tilt,Straight
5401,Open,Center,Focus,Center,Front Tilt,Straight
5402,Open,Center,Focus,Center,Front Tilt,Straight
5403,Open,Center,Focus,Center,Front Tilt,Straight
5404,Open,Center,Focus,Center,Front Tilt,Straight
5405,Open,Center,Focus,Center,Front Tilt,Straight
5406,Open,Center,Focus,Center,Front Tilt,Straight
5407,Open,Center,Focus,Center,Front Tilt,Straight
5408,Open,Center,Focus,Center,Front Tilt,Straight
5409,Open,Center,Focus,Center,Front Tilt,Straight
5410,Open,Center,Focus,Center,Front Tilt,Straight
5411,Open,Center,Focus,Center,Front Tilt,Straight
5412,Open,Center,Focus,Center,Front Tilt,Straight
5413,Open,Center,Focus,Center,Front Tilt,Straight
5414,Open,Center,Focus,Center,Front Tilt,Straight
5415,Open,Center,Focus,Center,Front Tilt,Straight
5416,Open,Center,Focus,Center,Front Tilt,Straight
5417,Open,Center,Focus,Center,Front Tilt,Straight
5418,Open,Center,Focus,Center,Front Tilt,Straight
5419,Open,Center,Focus,Center,Front Tilt,Straight
5420,Open,Center,Focus,Center,Front Tilt,Straight
5421,Open,Center,Focus,Center,Front Tilt,Straight
5422,Open,Center,Focus,Center,Front Tilt,Straight
5423,Open,Center,Focus,Center,Front Tilt,Straight
5424,Open,Center,Focus,Center,Front Tilt,Straight
5425,Open,Center,Focus,Center,Front Tilt,Straight
5426,Open,Center,Focus,Center,Front Tilt,Straight
5427,Open,Center,Focus,Center,Front Tilt,Straight
5428,Open,Center,Focus,Center,Front Tilt,Straight
5429,Open,Center,Focus,Center,Front Tilt,Straight
5430,Open,Center,Focus,Center,Front Tilt,Straight
5431,Open,Center,Focus,Center,Front Tilt,Straight
5432,Open,Center,Focus,Center,Front Tilt,Straight
5433,Open,Center,Focus,Center,Front Tilt,Straight
5434,Open,Center,Focus,Center,Front Tilt,Straight
5435,Open,Center,Focus,Center,Front Tilt,Straight
5436,Open,Center,Focus,Center,Front Tilt,Straight
5437,Open,Center,Focus,Center,Front Tilt,Straight
5438,Open,Center,Focus,Center,Front Tilt,Straight
5439,Open,Center,Focus,Center,Front Tilt,Straight
5440,Open,Center,Focus,Center,Front Tilt,Straight
5441,Open,Center,Focus,Center,Front Tilt,Straight
5442,Open,Center,Focus,Center,Front Tilt,Straight
5443,Open,Center,Focus,Center,Front Tilt,Straight
5444,Open,Center,Focus,Center,Front Tilt,Straight
5445,Open,Center,Focus,Center,Front Tilt,Straight
5446,Open,Center,Focus,Center,Front Tilt,Straight
5447,Open,Center,Focus,Center,Front Tilt,Straight
5448,Open,Center,Focus,Center,Front Tilt,Straight
5449,Open,Center,Focus,Center,Front Tilt,Straight
5450,Open,Center,Focus,Center,Front Tilt,Straight
5451,Open,Center,Focus,Center,Front Tilt,Straight
5452,Open,Center,Focus,Center,Front Tilt,Straight
5453,Open,Center,Focus,Center,Front Tilt,Straight
5454,Open,Center,Focus,Center,Front Tilt,Straight
5455,Open,Center,Focus,Center,Front Tilt,Straight
5456,Open,Center,Focus,Center,Front Tilt,Straight
5457,Open,Center,Focus,Center,Front Tilt,Straight
5458,Open,Center,Focus,Center,Front Tilt,Straight
5459,Open,Center,Focus,Center,Front Tilt,Straight
5460,Open,Center,Focus,Center,Front Tilt,Straight
5461,Open,Center,Focus,Center,Front Tilt,Straight
5462,Open,Center,Focus,Center,Front Tilt,Straight
5463,Open,Center,Focus,Center,Front Tilt,Straight
5464,Open,Center,Focus,Center,Front Tilt,Straight
5465,Open,Center,Focus,Center,Front Tilt,Straight
5466,Open,Center,Focus,Center,Front Tilt,Straight
5467,Open,Center,Focus,Center,Front Tilt,Straight
5468,Open,Center,Focus,Center,Front Tilt,Straight
5469,Open,Center,Focus,Center,Front Tilt,Straight
5470,Open,Center,Focus,Center,Front Tilt,Straight
5471,Open,Center,Focus,Center,Front Tilt,Straight
5472,Open,Center,Focus,Center,Front Tilt,Straight
5473,Open,Center,Focus,Center,Front Tilt,Straight
5474,Open,Center,Focus,Center,Front Tilt,Straight
5475,Open,Center,Focus,Center,Front Tilt,Straight
5476,Open,Center,Focus,Center,Front Tilt,Straight
5477,Open,Center,Focus,Center,Front Tilt,Straight
5478,Open,Center,Focus,Center,Front Tilt,Straight
5479,Open,Center,Focus,Center,Front Tilt,Straight
5480,Open,Center,Focus,Center,Front Tilt,Straight
5481,Open,Center,Focus,Center,Front Tilt,Straight
5482,Open,Center,Focus,Center,Front Tilt,Straight
5483,Open,Center,Focus,Center,Front Tilt,Straight
5484,Open,Center,Focus,Center,Front Tilt,Straight
5485,Open,Center,Focus,Center,Front Tilt,Straight
5486,Open,Center,Focus,Center,Front Tilt,Straight
5487,Open,Center,Focus,Center,Front Tilt,Straight
5488,Open,Center,Focus,Center,Front Tilt,Straight
5489,Open,Center,Focus,Center,Front Tilt,Straight
5490,Open,Center,Focus,Center,Front Tilt,Straight
5491,Open,Center,Focus,Center,Front Tilt,Straight
5492,Open,Center,Focus,Center,Front Tilt,Straight
5493,Open,Center,Focus,Center,Front Tilt,Straight
5494,Open,Center,Focus,Center,Front Tilt,Straight
5495,Open,Center,Focus,Center,Front Tilt,Straight
5496,Open,Center,Focus,Center,Front Tilt,Straight
5497,Open,Center,Focus,Center,Front Tilt,Straight
5498,Open,Center,Focus,Center,Front Tilt,Straight
5499,Open,Center,Focus,Center,Front Tilt,Straight
5500,Open,Center,Focus,Center,Front Tilt,Straight
5501,Open,Center,Focus,Center,Front Tilt,Straight
5502,Open,Center,Focus,Center,Front Tilt,Straight
5503,Open,Center,Focus,Center,Front Tilt,Straight
5504,Open,Center,Focus,Center,Front Tilt,Straight
5505,Open,Center,Focus,Center,Front Tilt,Straight
5506,Open,Center,Focus,Center,Front Tilt,Straight
5507,Open,Center,Focus,Center,Front Tilt,Straight
5508,Open,Center,Focus,Center,Front Tilt,Straight
5509,Open,Center,Focus,Center,Front Tilt,Straight
5510,Open,Center,Focus,Center,Front Tilt,Straight
5511,Open,Center,Focus,Center,Front Tilt,Straight
5512,Open,Center,Focus,Center,Front Tilt,Straight
5513,Open,Center,Focus,Center,Front Tilt,Straight
5514,Open,Center,Focus,Center,Front Tilt,Straight
5515,Open,Center,Focus,Center,Front Tilt,Straight
5516,Open,Center,Focus,Center,Front Tilt,Straight
5517,Open,Center,Focus,Center,Front Tilt,Straight
5518,Open,Center,Focus,Center,Front Tilt,Straight
5519,Open,Center,Focus,Center,Front Tilt,Straight
5520,Open,Center,Focus,Center,Front Tilt,Straight
5521,Open,Center,Focus,Center,Front Tilt,Straight
5522,Open,Center,Focus,Center,Front Tilt,Straight
5523,Open,Center,Focus,Center,Front Tilt,Straight
5524,Open,Center,Focus,Center,Front Tilt,Straight
5525,Open,Center,Focus,Center,Front Tilt,Straight
5526,Open,Center,Focus,Center,Front Tilt,Straight
5527,Open,Center,Focus,Center,Front Tilt,Straight
5528,Open,Center,Focus,Center,Front Tilt,Straight
5529,Open,Center,Focus,Center,Front Tilt,Straight
5530,Open,Center,Focus,Center,Front Tilt,Straight
5531,Open,Center,Focus,Center,Front Tilt,Straight
5532,Open,Center,Focus,Center,Front Tilt,Straight
5533,Open,Center,Focus,Center,Front Tilt,Straight
5534,Open,Center,Focus,Center,Front Tilt,Straight
5535,Open,Center,Focus,Center,Front Tilt,Straight
5536,Open,Center,Focus,Center,Front Tilt,Straight
5537,Open,Center,Focus,Center,Front Tilt,Straight
5538,Open,Center,Focus,Center,Front Tilt,Straight
5539,Open,Center,Focus,Center,Front Tilt,Straight
5540,Open,Center,Focus,Center,Front Tilt,Straight
5541,Open,Center,Focus,Center,Front Tilt,Straight
5542,Open,Center,Focus,Center,Front Tilt,Straight
5543,Open,Center,Focus,Center,Front Tilt,Straight
5544,Open,Center,Focus,Center,Front Tilt,Straight
5545,Open,Center,Focus,Center,Front Tilt,Straight
5546,Open,Center,Focus,Center,Front Tilt,Straight
5547,Open,Center,Focus,Center,Front Tilt,Straight
5548,Open,Center,Focus,Center,Front Tilt,Straight
