Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
1652,Open,Left,Focus,Center,Front Tilt,Straight
1653,Open,Left,Focus,Center,Front Tilt,Straight
1654,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1655,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1656,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1657,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1658,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1659,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1660,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1661,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1662,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1663,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1664,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1665,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1666,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1667,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1668,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1669,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1670,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1671,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1672,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1673,Closed,Left,Distracted,45Degree Right,Front Tilt,Straight
1674,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1675,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1676,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1677,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1678,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1679,Closed,Left,Distracted,45Degree Right,Front Tilt,Straight
1680,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1681,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1682,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1683,Closed,Left,Distracted,45Degree Right,Front Tilt,Straight
1684,Closed,Left,Distracted,45Degree Right,Front Tilt,Straight
1685,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1686,Open,Left,Focus,45Degree Right,Front Tilt,Straight
1687,Closed,Left,Distracted,45Degree Right,Front Tilt,Straight
1688,Open,Center,Focus,45Degree Right,Front Tilt,Straight
1689,Open,Center,Focus,45Degree Right,Front Tilt,Straight
1690,Open,Center,Focus,45Degree Right,Front Tilt,Straight
1691,Open,Center,Focus,Center,Front Tilt,Straight
1692,Open,Center,Focus,Center,Front Tilt,Straight
1693,Open,Center,Focus,Center,Front Tilt,Straight
1694,Open,Center,Focus,Center,Front Tilt,Straight
1695,Open,Center,Focus,Center,Front Tilt,Straight
1696,Open,Center,Focus,Center,Front Tilt,Straight
1697,Open,Center,Focus,Center,Front Tilt,Straight
1698,Open,Center,Focus,Center,Front Tilt,Straight
1699,Open,Center,Focus,Center,Front Tilt,Straight
1700,Open,Center,Focus,Center,Front Tilt,Straight
1701,Open,Center,Focus,Center,Front Tilt,Straight
1702,Open,Center,Focus,Center,Front Tilt,Straight
1703,Open,Center,Focus,Center,Front Tilt,Straight
1704,Open,Center,Focus,Center,Front Tilt,Straight
1705,Open,Center,Focus,Center,Front Tilt,Straight
1706,Open,Center,Focus,Center,Front Tilt,Straight
1707,Open,Center,Focus,Center,Front Tilt,Straight
1708,Open,Center,Focus,Center,Front Tilt,Straight
1709,Open,Center,Focus,Center,Front Tilt,Straight
1710,Open,Center,Focus,Center,Front Tilt,Straight
1711,Open,Center,Focus,Center,Front Tilt,Straight
1712,Open,Center,Focus,Center,Front Tilt,Straight
1713,Open,Center,Focus,Center,Front Tilt,Straight
1714,Open,Center,Focus,Center,Front Tilt,Straight
1715,Open,Center,Focus,Center,Front Tilt,Straight
1716,Open,Center,Focus,Center,Front Tilt,Straight
1717,Open,Center,Focus,Center,Front Tilt,Straight
1718,Open,Center,Focus,Center,Front Tilt,Straight
1719,Open,Center,Focus,Center,Front Tilt,Straight
1720,Open,Center,Focus,Center,Front Tilt,Straight
1721,Open,Center,Focus,Center,Front Tilt,Straight
1722,Open,Center,Focus,Center,Front Tilt,Straight
1723,Open,Center,Focus,Center,Front Tilt,Straight
1724,Open,Center,Focus,Center,Front Tilt,Straight
1725,Open,Center,Focus,Center,Front Tilt,Straight
1726,Open,Center,Focus,Center,Front Tilt,Straight
1727,Open,Center,Focus,Center,Front Tilt,Straight
1728,Open,Center,Focus,Center,Front Tilt,Straight
1729,Open,Center,Focus,Center,Front Tilt,Straight
1730,Open,Center,Focus,Center,Front Tilt,Straight
1731,Open,Center,Focus,Center,Front Tilt,Straight
1732,Open,Center,Focus,Center,Front Tilt,Straight
1733,Open,Center,Focus,Center,Front Tilt,Straight
1734,Open,Center,Focus,Center,Front Tilt,Straight
1735,Open,Center,Focus,Center,Front Tilt,Straight
1736,Open,Center,Focus,Center,Front Tilt,Straight
1737,Open,Center,Focus,Center,Front Tilt,Straight
1738,Open,Center,Focus,Center,Front Tilt,Straight
1739,Open,Center,Focus,Center,Front Tilt,Straight
1740,Open,Center,Focus,Center,Front Tilt,Straight
1741,Open,Center,Focus,Center,Front Tilt,Straight
1742,Open,Center,Focus,Center,Front Tilt,Straight
1743,Open,Center,Focus,Center,Front Tilt,Straight
1744,Open,Center,Focus,Center,Front Tilt,Straight
1745,Open,Center,Focus,Center,Front Tilt,Straight
1746,Open,Center,Focus,Center,Front Tilt,Straight
1747,Open,Center,Focus,Center,Front Tilt,Straight
1748,Open,Center,Focus,Center,Front Tilt,Straight
1749,Open,Center,Focus,Center,Front Tilt,Straight
1750,Open,Center,Focus,Center,Front Tilt,Straight
1751,Open,Center,Focus,Center,Front Tilt,Straight
1752,Open,Center,Focus,Center,Front Tilt,Straight
1753,Open,Center,Focus,Center,Front Tilt,Straight
1754,Open,Center,Focus,Center,Front Tilt,Straight
1755,Open,Center,Focus,Center,Front Tilt,Straight
1756,Open,Center,Focus,Center,Front Tilt,Straight
1757,Open,Center,Focus,Center,Front Tilt,Straight
1758,Open,Center,Focus,Center,Front Tilt,Straight
1759,Open,Center,Focus,Center,Front Tilt,Straight
1760,Open,Center,Focus,Center,Front Tilt,Straight
1761,Open,Center,Focus,Center,Front Tilt,Straight
1762,Open,Center,Focus,Center,Front Tilt,Straight
1763,Open,Center,Focus,Center,Front Tilt,Straight
1764,Open,Center,Focus,Center,Front Tilt,Straight
1765,Open,Center,Focus,Center,Front Tilt,Straight
1766,Open,Center,Focus,Center,Front Tilt,Straight
1767,Open,Center,Focus,Center,Front Tilt,Straight
1768,Open,Center,Focus,Center,Front Tilt,Straight
1769,Open,Center,Focus,Center,Front Tilt,Straight
1770,Open,Center,Focus,Center,Front Tilt,Straight
1771,Open,Center,Focus,Center,Front Tilt,Straight
1772,Open,Center,Focus,Center,Front Tilt,Straight
1773,Open,Center,Focus,Center,Front Tilt,Straight
1774,Open,Center,Focus,Center,Front Tilt,Straight
1775,Open,Center,Focus,Center,Front Tilt,Straight
1776,Open,Center,Focus,Center,Front Tilt,Straight
1777,Open,Center,Focus,Center,Front Tilt,Straight
1778,Open,Center,Focus,Center,Front Tilt,Straight
1779,Open,Center,Focus,Center,Front Tilt,Straight
1780,Open,Center,Focus,Center,Front Tilt,Straight
1781,Open,Center,Focus,Center,Front Tilt,Straight
1782,Open,Center,Focus,Center,Front Tilt,Straight
1783,Open,Center,Focus,Center,Front Tilt,Straight
1784,Open,Center,Focus,Center,Front Tilt,Straight
1785,Open,Center,Focus,Center,Front Tilt,Straight
1786,Open,Center,Focus,Center,Front Tilt,Straight
1787,Open,Center,Focus,Center,Front Tilt,Straight
1788,Open,Center,Focus,Center,Front Tilt,Straight
1789,Open,Center,Focus,Center,Front Tilt,Straight
1790,Open,Center,Focus,Center,Front Tilt,Straight
1791,Open,Center,Focus,Center,Front Tilt,Straight
1792,Open,Center,Focus,Center,Front Tilt,Straight
1793,Open,Center,Focus,Center,Front Tilt,Straight
1794,Open,Center,Focus,Center,Front Tilt,Straight
1795,Open,Center,Focus,Center,Front Tilt,Straight
1796,Open,Center,Focus,Center,Front Tilt,Straight
1797,Open,Center,Focus,Center,Front Tilt,Straight
1798,Open,Center,Focus,Center,Front Tilt,Straight
1799,Open,Center,Focus,Center,Front Tilt,Straight
1800,Open,Center,Focus,Center,Front Tilt,Straight
1801,Open,Center,Focus,Center,Front Tilt,Straight
1802,Open,Center,Focus,Center,Front Tilt,Straight
1803,Open,Center,Focus,Center,Front Tilt,Straight
1804,Open,Center,Focus,Center,Front Tilt,Straight
1805,Open,Center,Focus,Center,Front Tilt,Straight
1806,Open,Center,Focus,Center,Front Tilt,Straight
1807,Open,Center,Focus,Center,Front Tilt,Straight
1808,Open,Center,Focus,Center,Front Tilt,Straight
1809,Open,Center,Focus,Center,Front Tilt,Straight
1810,Open,Center,Focus,Center,Front Tilt,Straight
1811,Open,Center,Focus,Center,Front Tilt,Straight
1812,Open,Center,Focus,Center,Front Tilt,Straight
1813,Open,Center,Focus,Center,Front Tilt,Straight
1814,Open,Center,Focus,Center,Front Tilt,Straight
1815,Open,Center,Focus,Center,Front Tilt,Straight
1816,Open,Center,Focus,Center,Front Tilt,Straight
1817,Open,Center,Focus,Center,Front Tilt,Straight
1818,Open,Center,Focus,Center,Front Tilt,Straight
1819,Open,Center,Focus,Center,Front Tilt,Straight
1820,Open,Center,Focus,Center,Front Tilt,Straight
1821,Open,Center,Focus,Center,Front Tilt,Straight
1822,Open,Center,Focus,Center,Front Tilt,Straight
1823,Open,Center,Focus,Center,Front Tilt,Straight
1824,Open,Center,Focus,Center,Front Tilt,Straight
1825,Open,Center,Focus,Center,Front Tilt,Straight
1826,Open,Center,Focus,Center,Front Tilt,Straight
1827,Open,Center,Focus,Center,Front Tilt,Straight
1828,Open,Center,Focus,Center,Front Tilt,Straight
1829,Open,Center,Focus,Center,Front Tilt,Straight
1830,Open,Center,Focus,Center,Front Tilt,Straight
1831,Open,Center,Focus,Center,Front Tilt,Straight
1832,Open,Center,Focus,Center,Front Tilt,Straight
1833,Open,Center,Focus,Center,Front Tilt,Straight
1834,Open,Center,Focus,Center,Front Tilt,Straight
1835,Open,Center,Focus,Center,Front Tilt,Straight
1836,Open,Center,Focus,Center,Front Tilt,Straight
1837,Open,Center,Focus,Center,Front Tilt,Straight
1838,Open,Center,Focus,Center,Front Tilt,Straight
1839,Open,Center,Focus,Center,Front Tilt,Straight
1840,Open,Center,Focus,Center,Front Tilt,Straight
1841,Open,Center,Focus,Center,Front Tilt,Straight
1842,Open,Center,Focus,Center,Front Tilt,Straight
1843,Open,Center,Focus,Center,Front Tilt,Straight
1844,Open,Center,Focus,Center,Front Tilt,Straight
1845,Open,Center,Focus,Center,Front Tilt,Straight
1846,Open,Center,Focus,Center,Front Tilt,Straight
1847,Open,Center,Focus,Center,Front Tilt,Straight
1848,Open,Center,Focus,Center,Front Tilt,Straight
1849,Open,Center,Focus,Center,Front Tilt,Straight
1850,Open,Center,Focus,Center,Front Tilt,Straight
1851,Open,Center,Focus,Center,Front Tilt,Straight
1852,Open,Center,Focus,Center,Front Tilt,Straight
1853,Open,Center,Focus,Center,Front Tilt,Straight
1854,Open,Center,Focus,Center,Front Tilt,Straight
1855,Open,Center,Focus,Center,Front Tilt,Straight
1856,Open,Center,Focus,Center,Front Tilt,Straight
1857,Open,Center,Focus,Center,Front Tilt,Straight
1858,Open,Center,Focus,Center,Front Tilt,Straight
1859,Open,Center,Focus,Center,Front Tilt,Straight
1860,Open,Center,Focus,Center,Front Tilt,Straight
1861,Open,Center,Focus,Center,Front Tilt,Straight
1862,Open,Center,Focus,Center,Front Tilt,Straight
1863,Open,Center,Focus,Center,Front Tilt,Straight
1864,Open,Center,Focus,Center,Front Tilt,Straight
1865,Open,Center,Focus,Center,Front Tilt,Straight
1866,Open,Center,Focus,Center,Front Tilt,Straight
1867,Open,Center,Focus,Center,Front Tilt,Straight
1868,Open,Center,Focus,Center,Front Tilt,Straight
1869,Open,Center,Focus,Center,Front Tilt,Straight
1870,Open,Center,Focus,Center,Front Tilt,Straight
1871,Open,Center,Focus,Center,Front Tilt,Straight
1872,Open,Center,Focus,Center,Front Tilt,Straight
1873,Open,Center,Focus,Center,Front Tilt,Straight
1874,Open,Center,Focus,Center,Front Tilt,Straight
1875,Open,Center,Focus,Center,Front Tilt,Straight
1876,Open,Center,Focus,Center,Front Tilt,Straight
1877,Open,Center,Focus,Center,Front Tilt,Straight
1878,Open,Center,Focus,Center,Front Tilt,Straight
1879,Open,Center,Focus,Center,Front Tilt,Straight
1880,Open,Center,Focus,Center,Front Tilt,Straight
1881,Open,Center,Focus,Center,Front Tilt,Straight
1882,Open,Center,Focus,Center,Front Tilt,Straight
1883,Open,Center,Focus,Center,Front Tilt,Straight
1884,Open,Center,Focus,Center,Front Tilt,Straight
1885,Open,Center,Focus,Center,Front Tilt,Straight
1886,Open,Center,Focus,Center,Front Tilt,Straight
1887,Open,Center,Focus,Center,Front Tilt,Straight
1888,Open,Center,Focus,Center,Front Tilt,Straight
1889,Open,Center,Focus,Center,Front Tilt,Straight
1890,Open,Center,Focus,Center,Front Tilt,Straight
1891,Open,Center,Focus,Center,Front Tilt,Straight
1892,Open,Center,Focus,Center,Front Tilt,Straight
1893,Open,Center,Focus,Center,Front Tilt,Straight
1894,Open,Center,Focus,Center,Front Tilt,Straight
1895,Open,Center,Focus,Center,Front Tilt,Straight
1896,Open,Center,Focus,Center,Front Tilt,Straight
1897,Open,Center,Focus,Center,Front Tilt,Straight
1898,Open,Center,Focus,Center,Front Tilt,Straight
1899,Open,Center,Focus,Center,Front Tilt,Straight
1900,Open,Center,Focus,Center,Front Tilt,Straight
1901,Open,Center,Focus,Center,Front Tilt,Straight
1902,Open,Center,Focus,Center,Front Tilt,Straight
1903,Open,Center,Focus,Center,Front Tilt,Straight
1904,Open,Center,Focus,Center,Front Tilt,Straight
1905,Open,Center,Focus,Center,Front Tilt,Straight
1906,Open,Center,Focus,Center,Front Tilt,Straight
1907,Open,Center,Focus,Center,Front Tilt,Straight
1908,Open,Center,Focus,Center,Front Tilt,Straight
1909,Open,Center,Focus,Center,Front Tilt,Straight
1910,Open,Center,Focus,Center,Front Tilt,Straight
1911,Open,Center,Focus,Center,Front Tilt,Straight
1912,Open,Center,Focus,Center,Front Tilt,Straight
1913,Open,Center,Focus,Center,Front Tilt,Straight
1914,Open,Center,Focus,Center,Front Tilt,Straight
1915,Open,Center,Focus,Center,Front Tilt,Straight
1916,Open,Center,Focus,Center,Front Tilt,Straight
1917,Open,Center,Focus,Center,Front Tilt,Straight
1918,Open,Center,Focus,Center,Front Tilt,Straight
1919,Open,Center,Focus,Center,Front Tilt,Straight
1920,Open,Center,Focus,Center,Front Tilt,Straight
1921,Open,Center,Focus,Center,Front Tilt,Straight
1922,Open,Center,Focus,Center,Front Tilt,Straight
1923,Open,Center,Focus,Center,Front Tilt,Straight
1924,Open,Center,Focus,Center,Front Tilt,Straight
1925,Open,Center,Focus,Center,Front Tilt,Straight
1926,Open,Center,Focus,Center,Front Tilt,Straight
1927,Open,Center,Focus,Center,Front Tilt,Straight
1928,Open,Center,Focus,Center,Front Tilt,Straight
1929,Open,Center,Focus,Center,Front Tilt,Straight
1930,Open,Center,Focus,Center,Front Tilt,Straight
1931,Open,Center,Focus,Center,Front Tilt,Straight
1932,Open,Center,Focus,Center,Front Tilt,Straight
1933,Open,Center,Focus,Center,Front Tilt,Straight
1934,Open,Center,Focus,Center,Front Tilt,Straight
1935,Open,Center,Focus,Center,Front Tilt,Straight
1936,Open,Center,Focus,Center,Front Tilt,Straight
1937,Open,Center,Focus,Center,Front Tilt,Straight
1938,Open,Center,Focus,Center,Front Tilt,Straight
1939,Open,Center,Focus,Center,Front Tilt,Straight
1940,Open,Center,Focus,Center,Front Tilt,Straight
1941,Open,Center,Focus,Center,Front Tilt,Straight
1942,Open,Center,Focus,Center,Front Tilt,Straight
1943,Open,Center,Focus,Center,Front Tilt,Straight
1944,Open,Center,Focus,Center,Front Tilt,Straight
1945,Open,Center,Focus,Center,Front Tilt,Straight
1946,Open,Center,Focus,Center,Front Tilt,Straight
1947,Open,Center,Focus,Center,Front Tilt,Straight
1948,Open,Center,Focus,Center,Front Tilt,Straight
1949,Open,Center,Focus,Center,Front Tilt,Straight
1950,Open,Center,Focus,Center,Front Tilt,Straight
1951,Open,Center,Focus,Center,Front Tilt,Straight
1952,Open,Center,Focus,Center,Front Tilt,Straight
1953,Open,Center,Focus,Center,Front Tilt,Straight
1954,Open,Center,Focus,Center,Front Tilt,Straight
1955,Open,Center,Focus,Center,Front Tilt,Straight
1956,Open,Center,Focus,Center,Front Tilt,Straight
1957,Open,Center,Focus,Center,Front Tilt,Straight
1958,Open,Center,Focus,Center,Front Tilt,Straight
1959,Open,Center,Focus,Center,Front Tilt,Straight
1960,Open,Center,Focus,Center,Front Tilt,Straight
1961,Open,Center,Focus,Center,Front Tilt,Straight
1962,Open,Center,Focus,Center,Front Tilt,Straight
1963,Open,Center,Focus,Center,Front Tilt,Straight
1964,Open,Center,Focus,Center,Front Tilt,Straight
1965,Open,Center,Focus,Center,Front Tilt,Straight
1966,Open,Center,Focus,Center,Front Tilt,Straight
1967,Open,Center,Focus,Center,Front Tilt,Straight
1968,Open,Center,Focus,Center,Front Tilt,Straight
1969,Open,Center,Focus,Center,Front Tilt,Straight
1970,Open,Center,Focus,Center,Front Tilt,Straight
1971,Open,Center,Focus,Center,Front Tilt,Straight
1972,Open,Center,Focus,Center,Front Tilt,Straight
1973,Open,Center,Focus,Center,Front Tilt,Straight
1974,Open,Center,Focus,Center,Front Tilt,Straight
1975,Open,Center,Focus,Center,Front Tilt,Straight
1976,Open,Center,Focus,Center,Front Tilt,Straight
1977,Open,Center,Focus,Center,Front Tilt,Straight
1978,Open,Center,Focus,Center,Front Tilt,Straight
1979,Open,Center,Focus,Center,Front Tilt,Straight
1980,Open,Center,Focus,Center,Front Tilt,Straight
1981,Open,Center,Focus,Center,Front Tilt,Straight
1982,Open,Center,Focus,Center,Front Tilt,Straight
1983,Open,Center,Focus,Center,Front Tilt,Straight
1984,Open,Center,Focus,Center,Front Tilt,Straight
1985,Open,Center,Focus,Center,Front Tilt,Straight
1986,Open,Center,Focus,Center,Front Tilt,Straight
1987,Open,Center,Focus,Center,Front Tilt,Straight
1988,Open,Center,Focus,Center,Front Tilt,Straight
1989,Open,Center,Focus,Center,Front Tilt,Straight
1990,Open,Center,Focus,Center,Front Tilt,Straight
1991,Open,Center,Focus,Center,Front Tilt,Straight
1992,Open,Center,Focus,Center,Front Tilt,Straight
1993,Open,Center,Focus,Center,Front Tilt,Straight
1994,Open,Center,Focus,Center,Front Tilt,Straight
1995,Open,Center,Focus,Center,Front Tilt,Straight
1996,Open,Center,Focus,Center,Front Tilt,Straight
1997,Open,Center,Focus,Center,Front Tilt,Straight
1998,Open,Center,Focus,Center,Front Tilt,Straight
1999,Open,Center,Focus,Center,Front Tilt,Straight
2000,Open,Center,Focus,Center,Front Tilt,Straight
2001,Open,Center,Focus,Center,Front Tilt,Straight
2002,Open,Center,Focus,Center,Front Tilt,Straight
2003,Open,Center,Focus,Center,Front Tilt,Straight
2004,Open,Center,Focus,Center,Front Tilt,Straight
2005,Open,Center,Focus,Center,Front Tilt,Straight
2006,Open,Center,Focus,Center,Front Tilt,Straight
2007,Open,Center,Focus,Center,Front Tilt,Straight
2008,Open,Center,Focus,Center,Front Tilt,Straight
2009,Open,Center,Focus,Center,Front Tilt,Straight
2010,Open,Center,Focus,Center,Front Tilt,Straight
2011,Open,Center,Focus,Center,Front Tilt,Straight
2012,Open,Center,Focus,Center,Front Tilt,Straight
2013,Open,Center,Focus,Center,Front Tilt,Straight
2014,Open,Center,Focus,Center,Front Tilt,Straight
2015,Open,Center,Focus,Center,Front Tilt,Straight
2016,Open,Center,Focus,Center,Front Tilt,Straight
2017,Open,Center,Focus,Center,Front Tilt,Straight
2018,Open,Center,Focus,Center,Front Tilt,Straight
2019,Open,Center,Focus,Center,Front Tilt,Straight
2020,Open,Center,Focus,Center,Front Tilt,Straight
2021,Open,Right,Focus,Center,Front Tilt,Straight
2022,Closed,Right,Distracted,Center,Front Tilt,Straight
2023,Closed,Right,Distracted,Center,Front Tilt,Straight
2024,Closed,Right,Distracted,Center,Front Tilt,Straight
2025,Closed,Right,Distracted,Center,Front Tilt,Straight
2026,Closed,Right,Distracted,Center,Front Tilt,Straight
2027,Closed,Right,Distracted,Center,Front Tilt,Straight
2028,Closed,Right,Distracted,45Degree Left,Front Tilt,Straight
2029,Closed,Right,Distracted,45Degree Left,Front Tilt,Straight
2030,Open,Right,Focus,45Degree Left,Front Tilt,Straight
2031,Open,Right,Focus,45Degree Left,Front Tilt,Straight
2032,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2033,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2034,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2035,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2036,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2037,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2038,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2039,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2040,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2041,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2042,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2043,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2044,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2045,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2046,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2047,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2048,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2049,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2050,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2051,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
2052,Open,Right,Focus,45Degree Left,Front Tilt,Straight
2053,Closed,Center,Distracted,45Degree Left,Front Tilt,Straight
2054,Closed,Center,Distracted,45Degree Left,Front Tilt,Straight
2055,Closed,Center,Distracted,45Degree Left,Front Tilt,Straight
2056,Closed,Center,Distracted,Center,Front Tilt,Straight
2057,Closed,Center,Distracted,Center,Front Tilt,Straight
2058,Open,Center,Focus,Center,Front Tilt,Straight
2059,Open,Center,Focus,Center,Front Tilt,Straight
2060,Open,Center,Focus,Center,Front Tilt,Straight
2061,Open,Center,Focus,Center,Front Tilt,Straight
2062,Open,Center,Focus,Center,Front Tilt,Straight
2063,Open,Center,Focus,Center,Front Tilt,Straight
2064,Open,Center,Focus,Center,Front Tilt,Straight
2065,Open,Center,Focus,Center,Front Tilt,Straight
2066,Open,Center,Focus,Center,Front Tilt,Straight
2067,Open,Center,Focus,Center,Front Tilt,Straight
2068,Open,Center,Focus,Center,Front Tilt,Straight
2069,Open,Center,Focus,Center,Front Tilt,Straight
2070,Open,Center,Focus,Center,Front Tilt,Straight
2071,Open,Center,Focus,Center,Front Tilt,Straight
2072,Open,Center,Focus,Center,Front Tilt,Straight
2073,Open,Center,Focus,Center,Front Tilt,Straight
2074,Open,Center,Focus,Center,Front Tilt,Straight
2075,Open,Center,Focus,Center,Front Tilt,Straight
2076,Open,Center,Focus,Center,Front Tilt,Straight
2077,Open,Center,Focus,Center,Front Tilt,Straight
2078,Open,Center,Focus,Center,Front Tilt,Straight
2079,Open,Center,Focus,Center,Front Tilt,Straight
2080,Open,Center,Focus,Center,Front Tilt,Straight
2081,Open,Center,Focus,Center,Front Tilt,Straight
2082,Open,Center,Focus,Center,Front Tilt,Straight
2083,Open,Center,Focus,Center,Front Tilt,Straight
2084,Open,Center,Focus,Center,Front Tilt,Straight
2085,Open,Center,Focus,Center,Front Tilt,Straight
2086,Open,Center,Focus,Center,Front Tilt,Straight
2087,Open,Center,Focus,Center,Front Tilt,Straight
2088,Open,Center,Focus,Center,Front Tilt,Straight
2089,Open,Center,Focus,Center,Front Tilt,Straight
2090,Open,Center,Focus,Center,Front Tilt,Straight
2091,Open,Center,Focus,Center,Front Tilt,Straight
2092,Open,Center,Focus,Center,Front Tilt,Straight
2093,Open,Center,Focus,Center,Front Tilt,Straight
2094,Open,Center,Focus,Center,Front Tilt,Straight
2095,Open,Center,Focus,Center,Front Tilt,Straight
2096,Open,Center,Focus,Center,Front Tilt,Straight
2097,Open,Center,Focus,Center,Front Tilt,Straight
2098,Open,Center,Focus,Center,Front Tilt,Straight
2099,Open,Center,Focus,Center,Front Tilt,Straight
2100,Open,Center,Focus,Center,Front Tilt,Straight
2101,Open,Center,Focus,Center,Front Tilt,Straight
2102,Open,Left,Focus,Center,Front Tilt,Straight
2103,Open,Left,Focus,Center,Front Tilt,Straight
2104,Open,Left,Focus,Center,Front Tilt,Straight
2105,Open,Left,Focus,Center,Front Tilt,Straight
2106,Open,Left,Focus,Center,Front Tilt,Straight
2107,Closed,Left,Distracted,Center,Front Tilt,Straight
2108,Closed,Left,Distracted,Center,Front Tilt,Straight
2109,Closed,Left,Distracted,45Degree Right,Front Tilt,Straight
2110,Closed,Left,Distracted,45Degree Right,Front Tilt,Straight
2111,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
2112,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
2113,Open,Center,Focus,45Degree Right,Straight Front Ahead,Straight
2114,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
2115,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
2116,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
2117,Open,Center,Focus,45Degree Right,Straight Front Ahead,Straight
2118,Open,Left,Distracted,Over Right Shoulder,Straight Front Ahead,Straight
2119,Open,Left,Distracted,Over Right Shoulder,Straight Front Ahead,Straight
2120,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2121,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2122,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2123,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2124,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2125,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2126,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2127,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2128,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2129,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2130,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2131,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2132,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2133,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2134,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2135,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2136,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2137,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
